symbol,name,price,exchange,exchangeShortName,type
FB1X.AS,LS 1x Facebook Tracker ETP,6.9596,Amsterdam,AMS,etf
0NCA.L,IVU Traffic Technologies AG,15.25,London Stock Exchange,LSE,stock
047050.KS,Posco International Corporation,51200.0,KSE,KSC,stock
KDSKF,Koninklijke DSM N.V.,109.0,Other OTC,PNK,stock
TBIIF,Tobii AB (publ),0.2744,Other OTC,PNK,stock
LYXIB.MC,Amundi IBEX 35 UCITS ETF,110.66,Madrid Stock Exchange,EURONEXT,etf
ANURAS.NS,Anupam Rasayan India Ltd.,887.4,National Stock Exchange of India,NSE,stock
CAOVF,China Overseas Land & Investment Limited,1.65,Other OTC,PNK,stock
IEUC.SW,iShares Core MSCI Europe UCITS ETF EUR (Acc),5.458,Swiss Exchange,SIX,etf
603788.SS,"Ningbo Gaofa Automotive Control System Co., Ltd.",13.9,Shanghai,SHH,stock
008060.KS,"Daeduck Co.,Ltd.",6390.0,KSE,KSC,stock
OGD.TO,Orbit Garant Drilling Inc.,0.6,Toronto Stock Exchange,TSX,stock
TRAD3.SA,TC Traders Club S.A.,0.76,São Paulo,SAO,stock
RDF.JO,Redefine Properties Limited,394.0,Johannesburg,JNB,stock
XBIO,"Xenetic Biosciences, Inc.",4.39,NASDAQ Capital Market,NASDAQ,stock
688171.SS,"Guangdong Weide Information Technology CO,.Ltd.",17.12,Shanghai,SHH,stock
RFHRF,Renforth Resources Inc.,0.0151,Other OTC,PNK,stock
ESCA,"Escalade, Incorporated",13.13,NASDAQ Global Market,NASDAQ,stock
1862.HK,Jingrui Holdings Limited,0.029,HKSE,HKSE,stock
034020.KS,"Doosan Enerbility Co., Ltd.",16680.0,KSE,KSC,stock
9103.TW,Medtecs International Corporation Limited,6.89,Taiwan,TAI,stock
0OQQ.L,Infotel SA,47.00091,London Stock Exchange,LSE,stock
MAHACORP.BO,Maharashtra Corporation Limited,1.18,Bombay Stock Exchange,BSE,stock
BSRC.BK,BSRC_BANGCHAK SRIRACHA,10.4,Thailand,SET,stock
OMKARCHEM.BO,Omkar Speciality Chemicals Limited,6.15,Bombay Stock Exchange,BSE,stock
GAM.PA,Gaumont SA,96.5,Paris,EURONEXT,stock
ITE.PA,Itesoft S.A.,3.98,Paris,EURONEXT,stock
018260.KS,"Samsung SDS Co.,Ltd.",157400.0,KSE,KSC,stock
0RH9.L,Nordic Waterproofing Holding AB (publ),164.6,London Stock Exchange,LSE,stock
6740.T,Japan Display Inc.,23.0,Tokyo,JPX,stock
WTON.JK,PT Wijaya Karya Beton Tbk,101.0,Jakarta Stock Exchange,JKT,stock
TR1.MC,"TIER 1 Technology, S.A.",2.48,Madrid Stock Exchange,EURONEXT,stock
SSUN.F,"Samsung Electronics Co., Ltd.",1170.0,Frankfurt Stock Exchange,XETRA,stock
AMC,"AMC Entertainment Holdings, Inc.",3.1,New York Stock Exchange,NYSE,stock
APP.CN,Global Compliance Applications Corp.,0.01,Canadian Securities Exchange,CNQ,stock
1036.HK,Vanke Overseas Investment Holding Company Limited,1.31,HKSE,HKSE,stock
MSCLF,Satellos Bioscience Inc.,0.4448,Other OTC,PNK,stock
IBTM.SW,iShares $ Treasury Bond 7-10yr UCITS ETF USD (Dist),171.365,Swiss Exchange,SIX,etf
ULST,SPDR SSgA Ultra Short Term Bond ETF,40.32,New York Stock Exchange Arca,AMEX,etf
KTCG.VI,Kapsch TrafficCom AG,8.5,Vienna,VIE,stock
WIHL.ST,Wihlborgs Fastigheter AB (publ),96.8,Stockholm Stock Exchange,STO,stock
RHE,"Regional Health Properties, Inc.",2.54,American Stock Exchange,AMEX,stock
SOUN,"SoundHound AI, Inc.",5.38,NASDAQ Global Market,NASDAQ,stock
6810.T,"Maxell, Ltd.",1568.0,Tokyo,JPX,stock
POSC,Positron Corporation,1.11,Other OTC,PNK,stock
YOJ.AX,Yojee Limited,0.06,Australian Securities Exchange,ASX,stock
RMAX,"RE/MAX Holdings, Inc.",7.84,New York Stock Exchange,NYSE,stock
AIXXF,AIXTRON SE,26.67,Other OTC,PNK,stock
INVU,"Investview, Inc.",0.019,Other OTC,PNK,stock
ALNT,Allient Inc.,33.61,NASDAQ Global Market,NASDAQ,stock
TRN.WA,Trans Polonia S.A.,3.44,Warsaw Stock Exchange,WSE,stock
0IJO.L,"Exelixis, Inc.",23.315,London Stock Exchange,LSE,stock
2897.T,"Nissin Foods Holdings Co.,Ltd.",4079.0,Tokyo,JPX,stock
2442.TW,"Jean Co.,Ltd",27.25,Taiwan,TAI,stock
150460.KS,Mirae Asset TIGER China Consumer ETF,6180.0,KSE,KSC,etf
SLQT,"SelectQuote, Inc.",1.87,New York Stock Exchange,NYSE,stock
300306.SZ,"HangZhou Everfine Photo-e-info Co., Ltd.",10.64,Shenzhen,SHZ,stock
6508.T,Meidensha Corporation,2749.0,Tokyo,JPX,stock
CUYTY,Etn. Fr. Colruyt NV,11.2535,Other OTC,PNK,stock
ONBPO,Old National Bancorp,25.76,NASDAQ Global Select,NASDAQ,stock
0LF0.L,Textron Inc.,94.484,London Stock Exchange,LSE,stock
000880.KS,Hanwha Corporation,26900.0,KSE,KSC,stock
SHB-A.ST,Svenska Handelsbanken AB (publ),108.05,Stockholm Stock Exchange,STO,stock
PSKT.JK,PT Red Planet Indonesia Tbk,31.0,Jakarta Stock Exchange,JKT,stock
CPHC,Canterbury Park Holding Corporation,23.0,NASDAQ Global Market,NASDAQ,stock
MBX.TO,Microbix Biosystems Inc.,0.37,Toronto Stock Exchange,TSX,stock
6277.TW,"Aten International Co., Ltd",82.1,Taiwan,TAI,stock
7035.T,"and factory,inc.",320.0,Tokyo,JPX,stock
SWARNSAR.BO,Swarnsarita Gems Limited,34.38,Bombay Stock Exchange,BSE,stock
ORLY,"O'Reilly Automotive, Inc.",1140.21,NASDAQ Global Select,NASDAQ,stock
BWLPG.OL,BW LPG Limited,126.8,Oslo Stock Exchange,OSL,stock
BCT.AX,Bluechiip Limited,0.007,Australian Securities Exchange,ASX,stock
ONTF,"ON24, Inc.",6.9,New York Stock Exchange,NYSE,stock
ARQ.CN,Argo Gold Inc.,0.06,Canadian Securities Exchange,CNQ,stock
SIMAT.BK,Simat Technologies Public Company Limited,1.36,Thailand,SET,stock
DEZ.DE,DEUTZ Aktiengesellschaft,5.93,Frankfurt Stock Exchange,XETRA,stock
BXMT,"Blackstone Mortgage Trust, Inc.",19.32,New York Stock Exchange,NYSE,stock
300146.SZ,"By-health Co., Ltd.",16.35,Shenzhen,SHZ,stock
VIJAYA.BO,Vijaya Diagnostic Centre Limited,657.0,Bombay Stock Exchange,BSE,stock
LAES,SEALSQ Corp,1.47,NASDAQ Capital Market,NASDAQ,stock
TR7S.L,Invesco US Treasury Bond 3-7 Year UCITS ETF,3546.815,London Stock Exchange,LSE,etf
TSK.AX,Task Group Holdings Limited,0.795,Australian Securities Exchange,ASX,stock
GLT,Glatfelter Corporation,1.82,New York Stock Exchange,NYSE,stock
GRNWF,Greenlane Renewables Inc.,0.0912,Other OTC,PNK,stock
DEWA.JK,PT Darma Henwa Tbk,62.0,Jakarta Stock Exchange,JKT,stock
BELFA,Bel Fuse Inc.,71.0,NASDAQ Global Select,NASDAQ,stock
PME.AX,Pro Medicus Limited,100.66,Australian Securities Exchange,ASX,stock
0I2P.L,"Conagra Brands, Inc.",29.6326,London Stock Exchange,LSE,stock
GBRE.L,SPDR Dow Jones Global Real Estate UCITS ETF,25.49,London Stock Exchange,LSE,etf
2359.T,Core Corporation,1820.0,Tokyo,JPX,stock
CBAOF,Fibra Terrafina,2.685,Other OTC,PNK,stock
CICOY,"COSCO SHIPPING Holdings Co., Ltd.",5.39,Other OTC,PNK,stock
GRMN,Garmin Ltd.,145.74,New York Stock Exchange,NYSE,stock
HAA1.F,Hana Microelectronics Public Company Limited,0.965,Frankfurt Stock Exchange,XETRA,stock
ENFN,"Enfusion, Inc.",9.2,New York Stock Exchange,NYSE,stock
LAW,"CS Disco, Inc.",8.09,New York Stock Exchange,NYSE,stock
TSLA,"Tesla, Inc.",166.63,NASDAQ Global Select,NASDAQ,stock
RGLD,"Royal Gold, Inc.",122.72,NASDAQ Global Select,NASDAQ,stock
300020.SZ,"Enjoyor Technology Co., Ltd.",7.36,Shenzhen,SHZ,stock
0HQW.L,"C.H. Robinson Worldwide, Inc.",72.3813,London Stock Exchange,LSE,stock
PAYC,"Paycom Software, Inc.",197.67,New York Stock Exchange,NYSE,stock
114800.KS,Samsung Kodex Inverse ETF - Equity-Derivatives,4120.0,KSE,KSC,etf
7148.KL,Duopharma Biotech Berhad,1.22,Kuala Lumpur,KLS,stock
8363.HK,SDM Education Group Holdings Limited,0.207,HKSE,HKSE,stock
SAABY,Saab AB (publ),44.25,Other OTC,PNK,stock
300021.SZ,"Dayu Irrigation Group Co.,Ltd.",4.21,Shenzhen,SHZ,stock
SPMV.L,iShares Edge S&P 500 Minimum Volatility UCITS ETF,89.15,London Stock Exchange,LSE,etf
BAMM.CN,Body and Mind Inc.,0.085,Canadian Securities Exchange,CNQ,stock
0KB7.L,"Okta, Inc.",102.55,London Stock Exchange,LSE,stock
5258.TW,"Castles Technology Co., Ltd.",146.0,Taiwan,TAI,stock
UIQI.DE,UBS (Irl) Fund Solutions plc - MSCI AC Asia Ex Japan SF UCITS ETF,147.36,Frankfurt Stock Exchange,XETRA,etf
301160.SZ,"Suzhou Xianglou New Material Co., Ltd.",38.44,Shenzhen,SHZ,stock
9543.T,"Shizuoka Gas Co., Ltd.",951.0,Tokyo,JPX,stock
0QKL.L,Komax Holding AG,175.65907,London Stock Exchange,LSE,stock
PICK,iShares MSCI Global Metals & Mining Producers ETF,42.24,BATS,ETF,etf
MCAF,Mountain Crest Acquisition Corp. IV,14.85,NASDAQ Capital Market,NASDAQ,stock
001560.KS,"Cheil Grinding Wheel Ind. Co., Ltd.",8470.0,KSE,KSC,stock
ESSENTIA.BO,Integra Essentia Limited,3.45,Bombay Stock Exchange,BSE,stock
HONE,"HarborOne Bancorp, Inc.",10.09,NASDAQ Global Select,NASDAQ,stock
ILINK.BK,Interlink Communication Public Company Limited,7.45,Thailand,SET,stock
GBFH,GBank Financial Holdings Inc.,15.55,Other OTC,PNK,stock
KSPN,Kaspien Holdings Inc.,0.0135,NASDAQ Capital Market,NASDAQ,stock
GAYGF,Galway Gold Inc.,0.01,Other OTC,PNK,stock
LOK.L,Lok'nStore Group Plc,868.0,London Stock Exchange,LSE,stock
LRDJF,St. James Gold Corp.,0.1091,Other OTC,PNK,stock
4781.T,"Nihon Housing Co.,Ltd.",1043.0,Tokyo,JPX,stock
513000.SS,E Fund Rixing Asset Management ETF(QDII),1.509,Shanghai,SHH,trust
NRBO,"NeuroBo Pharmaceuticals, Inc.",3.93,NASDAQ Capital Market,NASDAQ,stock
5930.T,"Bunka Shutter Co., Ltd.",1690.0,Tokyo,JPX,stock
TM17.L,Team17 Group plc,226.0,London Stock Exchange,LSE,stock
TOI.V,Topicus.com Inc.,123.45,Toronto Stock Exchange Ventures,TSXV,stock
BVEFX,Becker Value Equity Fund Retail Class,19.46,NASDAQ,NASDAQ,trust
XNGSY,ENN Energy Holdings Limited,31.38,Other OTC,PNK,stock
SETFBSE100.BO,SBI ETF BSE 100 ETF,254.1,Bombay Stock Exchange,BSE,etf
605296.SS,"Yunnan Shennong Agricultural Industry Group Co.,LTD.",37.88,Shanghai,SHH,stock
DUOT,"Duos Technologies Group, Inc.",3.48,NASDAQ Capital Market,NASDAQ,stock
3319.HK,"A-Living Smart City Services Co., Ltd.",3.04,HKSE,HKSE,stock
015260.KS,Automobile & PCB Inc.,1196.0,KSE,KSC,stock
6853.T,"Kyowa Electronic Instruments Co., Ltd.",421.0,Tokyo,JPX,stock
SMP,"Standard Motor Products, Inc.",33.2,New York Stock Exchange,NYSE,stock
EPR-PC,EPR Properties,19.09,New York Stock Exchange,NYSE,stock
1329.HK,Beijing Capital Grand Limited,0.65,HKSE,HKSE,stock
DALXF,Spartan Delta Corp.,2.824,Other OTC,PNK,stock
FMPFX,Nuveen Small Cap Growth Opportunities Fund,32.97,NASDAQ,NASDAQ,trust
600707.SS,"Caihong Display Devices Co.,Ltd.",8.46,Shanghai,SHH,stock
TMBXF,Tombstone Exploration Corporation,0.0031,Other OTC,PNK,stock
SOLI.L,Solid State plc,1345.0,London Stock Exchange,LSE,stock
MEM.AX,Memphasys Limited,0.01,Australian Securities Exchange,ASX,stock
143A.T,Ishin Co Ltd,1629.0,Tokyo,JPX,stock
INRD,"Inrad Optics, Inc.",1.43,Other OTC,PNK,stock
1709.TW,Formosan Union Chemical Corp.,19.6,Taiwan,TAI,stock
TRIFOR.CO,Trifork Holding AG,118.8,Copenhagen,CPH,stock
SPPL,SIMPPLE LTD. Ordinary Shares,0.76,NASDAQ,NASDAQ,stock
INL.F,Intel Corporation,40.69,Frankfurt Stock Exchange,XETRA,stock
NUKK,Nukkleus Inc.,0.88,Other OTC,PNK,stock
AZRG.TA,Azrieli Group Ltd,25690.0,Tel Aviv,TLV,stock
3452.T,B-Lot Company Limited,1071.0,Tokyo,JPX,stock
MVLA,Movella Holdings Inc.,0.0529,NASDAQ Global Market,NASDAQ,stock
ZOO.L,ZOO Digital Group plc,33.0,London Stock Exchange,LSE,stock
2492.T,Infomart Corporation,386.0,Tokyo,JPX,stock
INTELLECT.NS,Intellect Design Arena Limited,1085.55,National Stock Exchange of India,NSE,stock
AATC,Autoscope Technologies Corporation,6.37,NASDAQ Capital Market,NASDAQ,stock
HMAX.TO,Hamilton Canadian Financials Yield Maximizer ETF,13.86,Toronto Stock Exchange,TSX,etf
SABS,"SAB Biotherapeutics, Inc.",4.5,NASDAQ Global Market,NASDAQ,stock
PG.BK,People's Garment Public Company Limited,9.1,Thailand,SET,stock
EOS.PA,ACTEOS S.A.,1.29,Paris,EURONEXT,stock
K2F.AX,K2fly Limited,0.074,Australian Securities Exchange,ASX,stock
OMG.L,Oxford Metrics plc,102.825,London Stock Exchange,LSE,stock
FLNC,"Fluence Energy, Inc.",15.7,NASDAQ Global Select,NASDAQ,stock
RRRP3.SA,3R Petroleum Óleo e Gás S.A.,33.34,São Paulo,SAO,stock
AVPT,"AvePoint, Inc.",7.64,NASDAQ Global Select,NASDAQ,stock
OTTR,Otter Tail Corporation,85.02,NASDAQ Global Select,NASDAQ,stock
PRFT,"Perficient, Inc.",55.72,NASDAQ Global Select,NASDAQ,stock
DBOL.NS,Dhampur Bio Organics Limited,130.0,National Stock Exchange of India,NSE,stock
SARTF,Sartorius Aktiengesellschaft,290.0,Other OTC,PNK,stock
SKHCF,Sonic Healthcare Limited,19.468,Other OTC,PNK,stock
NDIGSTKL1.CO,Nordea Invest Global Stars,158.05,Copenhagen,CPH,stock
2269.HK,WuXi Biologics (Cayman) Inc.,14.2,HKSE,HKSE,stock
LNXSF,LANXESS Aktiengesellschaft,28.32,Other OTC,PNK,stock
CURZ,Curzio Research LLC,2.0,Other OTC,PNK,stock
XAR.L,Xaar plc,108.0,London Stock Exchange,LSE,stock
HBNC,"Horizon Bancorp, Inc.",12.15,NASDAQ Global Select,NASDAQ,stock
ARRXF,Archer Materials Limited,0.36,Other OTC,PNK,stock
ALVGO.PA,Vogo SA,4.62,Paris,EURONEXT,stock
KMTUF,Komatsu Ltd.,28.85,Other OTC,PNK,stock
HZN.AX,Horizon Oil Limited,0.177,Australian Securities Exchange,ASX,stock
TR9.DE,OTRS AG,5.9,Frankfurt Stock Exchange,XETRA,stock
GRBMF,"Grupo Bimbo, S.A.B. de C.V.",4.5431,Other OTC,PNK,stock
IMP.TO,Intermap Technologies Corporation,0.75,Toronto Stock Exchange,TSX,stock
6036.T,"KeePer Technical Laboratory Co., Ltd.",4765.0,Tokyo,JPX,stock
5237.T,Nozawa Corporation,927.0,Tokyo,JPX,stock
AA4.L,Amedeo Air Four Plus Limited,41.72,London Stock Exchange,LSE,stock
300065.SZ,"Beijing Highlander Digital Technology Co., Ltd.",7.91,Shenzhen,SHZ,stock
CONTROLPR.BO,Control Print Limited,924.5,Bombay Stock Exchange,BSE,stock
ISENF,IsoEnergy Ltd.,2.91,Other OTC,PNK,stock
CPF.BK,Charoen Pokphand Foods Public Company Limited,18.1,Thailand,SET,stock
CODGF,Compagnie de Saint-Gobain S.A.,76.905,Other OTC,PNK,stock
EIFF.PA,Société de la Tour Eiffel,10.6,Paris,EURONEXT,stock
CNNEF,Canacol Energy Ltd,3.46,Other OTC,PNK,stock
688519.SS,"Nanya New Material Technology Co.,Ltd",21.21,Shanghai,SHH,stock
CTPL1.TA,I.C.P. Israel Citrus Plantations Ltd.,33230.0,Tel Aviv,TLV,stock
ORBIA.MX,"Orbia Advance Corporation, S.A.B. de C.V.",35.0,Mexico,MEX,stock
BBIK.BK,Bluebik Group Public Company Limited,97.0,Thailand,SET,stock
FLYS.TA,Flying Spark Ltd.,91.3,Tel Aviv,TLV,stock
IEHC,IEH Corporation,6.0,Other OTC,PNK,stock
CU31.L,iShares VII PLC - iShares $ Treasury Bond 1-3yr UCITS ETF USD (Acc),9087.0,London Stock Exchange,LSE,etf
3022.TW,IEI Integration Corp.,82.1,Taiwan,TAI,stock
MMM.DE,3M Company,86.63,Frankfurt Stock Exchange,XETRA,stock
GHT.L,Gresham Technologies plc,133.0,London Stock Exchange,LSE,stock
MGMLF,Maple Gold Mines Ltd.,0.05415,Other OTC,PNK,stock
6066.HK,"CSC Financial Co., Ltd.",6.02,HKSE,HKSE,stock
BH-A,Biglari Holdings Inc.,965.0,New York Stock Exchange,NYSE,stock
OMH,Ohmyhome Limited,0.915,NASDAQ Capital Market,NASDAQ,stock
NRGN.TA,NRGene Technologies Ltd,452.4,Tel Aviv,TLV,stock
HYPE3.SA,Hypera S.A.,32.0,São Paulo,SAO,stock
SICWX,Touchstone Large Cap Focused Fund Class Y,63.61,NASDAQ,NASDAQ,trust
LADX,LadRx Corporation,2.9,Other OTC,PNK,stock
HGTY,"Hagerty, Inc.",9.0,New York Stock Exchange,NYSE,stock
MDU,"MDU Resources Group, Inc.",25.3,New York Stock Exchange,NYSE,stock
SMIN.L,Smiths Group plc,1657.0,London Stock Exchange,LSE,stock
SITC,SITE Centers Corp.,14.11,New York Stock Exchange,NYSE,stock
XZWS.L,Xtrackers II ESG Global Government Bond UCITS ETF,5.983,London Stock Exchange,LSE,etf
CARYSIL.BO,Carysil Limited,1016.7,Bombay Stock Exchange,BSE,stock
CI.BK,Charn Issara Development Public Company Limited,0.61,Thailand,SET,stock
TRC,Tejon Ranch Co.,15.17,New York Stock Exchange,NYSE,stock
0XNH.L,"DocuSign, Inc.",58.165,London Stock Exchange,LSE,stock
OYL.V,CGX Energy Inc.,0.375,Toronto Stock Exchange Ventures,TSXV,stock
3997.T,"TRADE WORKS Co., Ltd",871.0,Tokyo,JPX,stock
CJPRY,Central Japan Railway Company,12.45,Other OTC,PNK,stock
WPRT,Westport Fuel Systems Inc.,6.65,NASDAQ Global Select,NASDAQ,stock
9633.T,"Tokyo Theatres Company, Incorporated",1106.0,Tokyo,JPX,stock
ALYI,"Alternet Systems, Inc.",0.0003,Other OTC,PNK,stock
4985.T,Earth Corporation,4180.0,Tokyo,JPX,stock
SJVN.NS,SJVN Limited,132.5,National Stock Exchange of India,NSE,stock
BKM.V,Pacific Booker Minerals Inc.,0.45,Toronto Stock Exchange Ventures,TSXV,stock
0JT5.L,Lam Research Corporation,959.1328,London Stock Exchange,LSE,stock
301196.SZ,"Xiamen Voke Mold & Plastic Engineering Co., Ltd.",30.24,Shenzhen,SHZ,stock
PAL.DE,Pantaflix AG,2.18,Frankfurt Stock Exchange,XETRA,stock
5192.T,Mitsuboshi Belting Ltd.,4520.0,Tokyo,JPX,stock
MSTH,"Mystic Holdings, Inc.",0.13,Other OTC,PNK,stock
HMNY,Helios and Matheson Analytics Inc.,0.0001,Other OTC,PNK,stock
BIGBLOC.NS,Bigbloc Construction Limited,230.25,National Stock Exchange of India,NSE,stock
SNEL.TA,Synel M.L.L Payway Ltd,1950.0,Tel Aviv,TLV,stock
000701.SZ,Xiamen Xindeco Ltd.,6.38,Shenzhen,SHZ,stock
POWERMECH.NS,Power Mech Projects Limited,5317.5,National Stock Exchange of India,NSE,stock
NPHC,Nutra Pharma Corp.,0.0001,Other OTC,PNK,stock
CBWTF,Auxly Cannabis Group Inc.,0.0399,Other OTC,PNK,stock
688123.SS,Giantec Semiconductor Corporation,53.42,Shanghai,SHH,stock
PECN.VI,PetroChina Company Limited,0.8456,Vienna,VIE,stock
NTEST-I,Chewy Inc (CHWY),25.02,New York Stock Exchange,NYSE,stock
CAF,"Morgan Stanley China A Share Fund, Inc.",12.14,New York Stock Exchange,NYSE,stock
HWNI,"High Wire Networks, Inc.",0.0546,Other OTC,PNK,stock
073240.KS,"Kumho Tire Co., Inc.",5700.0,KSE,KSC,stock
5757.T,"CK SAN-ETSU Co., Ltd.",3885.0,Tokyo,JPX,stock
300527.SZ,"China Harzone Industry Corp., Ltd",6.76,Shenzhen,SHZ,stock
KIRIINDUS.NS,Kiri Industries Limited,339.7,National Stock Exchange of India,NSE,stock
IDKOY,"Idemitsu Kosan Co.,Ltd.",13.93,Other OTC,PNK,stock
IMI.L,IMI plc,1826.0,London Stock Exchange,LSE,stock
82318.HK,"Ping An Insurance (Group) Company of China, Ltd.",31.4,HKSE,HKSE,stock
AOM.L,ActiveOps Plc,96.0,London Stock Exchange,LSE,stock
1480.HK,Yan Tat Group Holdings Limited,1.06,HKSE,HKSE,stock
MAP.MC,"Mapfre, S.A.",2.34,Madrid Stock Exchange,BME,stock
3591.TW,Edison Opto Corporation,25.55,Taiwan,TAI,stock
WHITEORG.BO,White Organic Agro Limited,9.95,Bombay Stock Exchange,BSE,stock
RCL,Royal Caribbean Cruises Ltd.,137.45,New York Stock Exchange,NYSE,stock
0OA4.L,SES-imagotag Société Anonyme,146.51332,London Stock Exchange,LSE,stock
092040.KQ,"Amicogen, Inc.",8000.0,KOSDAQ,KOE,stock
RSW.L,Renishaw plc,4350.0,London Stock Exchange,LSE,stock
GLOP-PB,GasLog Partners LP,25.47,New York Stock Exchange,NYSE,stock
BCI.SN,Banco de Crédito e Inversiones,28500.0,Santiago,SGO,stock
EMC,11847908,26.28,New York Stock Exchange,NYSE,etf
0RDI.L,Vitec Software Group AB (publ),555.05554,London Stock Exchange,LSE,stock
AMBC,"Ambac Financial Group, Inc.",15.38,New York Stock Exchange,NYSE,stock
3060.TW,"Min Aik Technology Co., Ltd.",20.65,Taiwan,TAI,stock
002876.SZ,"Shenzhen Sunnypol Optoelectronics Co.,Ltd.",25.71,Shenzhen,SHZ,stock
NXMH,"Next Meats Holdings, Inc.",0.1349,Other OTC,PNK,stock
600663.SS,"Shanghai Lujiazui Finance & Trade Zone Development Co., Ltd.",8.61,Shanghai,SHH,stock
CTS,CTS Corporation,45.01,New York Stock Exchange,NYSE,stock
6732.TWO,Sensortek Technology Corp.,424.5,Taipei Exchange,TWO,stock
LUXX.CN,Luxxfolio Holdings Inc.,0.02,Canadian Securities Exchange,CNQ,stock
TRNGF,The Trendlines Group Ltd.,0.05635,Other OTC,PNK,stock
CSR-PC,Centerspace,24.03,New York Stock Exchange,NYSE,stock
MMTC.NS,MMTC Limited,73.2,National Stock Exchange of India,NSE,stock
UBS.VI,UBM Development AG,18.5,Vienna,VIE,stock
HG,"Hamilton Insurance Group, Ltd.",13.25,New York Stock Exchange,NYSE,stock
BPOST.BR,bpost NV/SA,3.42,Brussels,EURONEXT,stock
CBA.AX,Commonwealth Bank of Australia,118.2,Australian Securities Exchange,ASX,stock
PEP.WA,Polenergia S.A.,68.0,Warsaw Stock Exchange,WSE,stock
3332.HK,Nanjing Sinolife United Company Limited,0.6,HKSE,HKSE,stock
DIM.PA,Sartorius Stedim Biotech S.A.,258.4,Paris,EURONEXT,stock
0119.HK,"Poly Property Group Co., Limited",1.4,HKSE,HKSE,stock
CULTF,Cult Food Science Corp.,0.03,Other OTC,PNK,stock
6976.T,"Taiyo Yuden Co., Ltd.",3574.0,Tokyo,JPX,stock
DLEA.TA,Delek Automotive Systems Ltd.,2240.0,Tel Aviv,TLV,stock
0500.HK,Frontier Services Group Limited,0.226,HKSE,HKSE,stock
000692.SZ,"Shenyang Huitian Thermal Power Co.,Ltd",2.64,Shenzhen,SHZ,stock
0RUU.L,Starbreeze AB (publ),0.2276,London Stock Exchange,LSE,stock
600219.SS,"Shandong Nanshan Aluminium Co.,Ltd.",3.5,Shanghai,SHH,stock
0GFE.L,Embracer Group AB (publ),24.94945,London Stock Exchange,LSE,stock
002350.KS,Nexen Tire Corporation,8240.0,KSE,KSC,stock
KAI,Kadant Inc.,314.71,New York Stock Exchange,NYSE,stock
RDI,"Reading International, Inc.",1.83,NASDAQ Capital Market,NASDAQ,stock
5UX.SI,Oxley Holdings Limited,0.09,Stock Exchange of Singapore,SES,stock
9588.SR,Riyadh Steel Co.,40.0,Saudi,SAU,stock
CM.BK,Chiangmai Frozen Foods Public Company Limited,2.38,Thailand,SET,stock
3302.HK,Kinergy Corporation Ltd.,0.26,HKSE,HKSE,stock
AUTG.L,Autins Group plc,9.5,London Stock Exchange,LSE,stock
1FC.DE,FACC AG,6.03,Frankfurt Stock Exchange,XETRA,stock
CIFL.BO,Capital India Finance Limited,132.0,Bombay Stock Exchange,BSE,stock
A5.BK,Asset Five Group Public Company Limited,3.28,Thailand,SET,stock
LEDIBOND.CO,LED iBond International A/S,0.33,Copenhagen,CPH,stock
SFLO,VictoryShares Small Cap Free Cash Flow ETF,26.8204,Nasdaq,NASDAQ,etf
011785.KS,"Kumho Petrochemical Co., Ltd.",63700.0,KSE,KSC,stock
IPA,ImmunoPrecise Antibodies Ltd.,1.47,NASDAQ Global Market,NASDAQ,stock
6088.HK,FIT Hon Teng Limited,2.12,HKSE,HKSE,stock
002355.KS,Nexen Tire Corporation,3235.0,KSE,KSC,stock
SVOA.BK,SVOA Public Company Limited,1.94,Thailand,SET,stock
RUN,Sunrun Inc.,11.72,NASDAQ Global Select,NASDAQ,stock
SANB4.SA,Banco Santander (Brasil) S.A.,14.92,São Paulo,SAO,stock
DOMO.MC,"Domo Activos, S.A.",1.4,Madrid Stock Exchange,EURONEXT,stock
QCOM,QUALCOMM Incorporated,171.04,NASDAQ Global Select,NASDAQ,stock
7287.T,"Nippon Seiki Co., Ltd.",1477.0,Tokyo,JPX,stock
RNPGX,American Funds New Perspective Fund Class R-6,60.29,NASDAQ,NASDAQ,trust
0712.HK,Comtec Solar Systems Group Limited,0.155,HKSE,HKSE,stock
IQG.L,IQGeo Group plc,435.0,London Stock Exchange,LSE,stock
FSMAX,Fidelity Extended Market Index Fund,81.59,NASDAQ,NASDAQ,trust
LGSXY,Light S.A.,1.05,Other OTC,PNK,stock
1891.HK,Heng Hup Holdings Limited,0.123,HKSE,HKSE,stock
7630.T,"Ichibanya Co., Ltd.",1159.0,Tokyo,JPX,stock
ZEO,Zeo Energy Corp.,5.8,NASDAQ Capital Market,NASDAQ,stock
DLE.IR,Datalex plc,0.472,Irish,EURONEXT,stock
WAWIO.XD,Wallenius Wilhelmsen ASA,91.15,Cboe Europe,DXE,stock
CICHY,China Construction Bank Corporation,12.34,Other OTC,PNK,stock
3447.T,"Shinwa Co., Ltd.",750.0,Tokyo,JPX,stock
122450.KQ,KMH Co. Ltd.,4755.0,KOSDAQ,KOE,stock
PNCINFRA.NS,PNC Infratech Limited,431.1,National Stock Exchange of India,NSE,stock
ISDR,Issuer Direct Corporation,12.87,American Stock Exchange,AMEX,stock
3XEE.L,Leverage Shares 3x Long Oil & Gas ETC,11.919,London Stock Exchange,LSE,etf
NICE.TA,NICE Ltd.,93120.0,Tel Aviv,TLV,stock
ZIGN.ST,ZignSec AB (publ),0.439,Stockholm Stock Exchange,STO,stock
